County,"Registered Voters","Active Voters","Inactive Voters","Total Ballots Cast"
"Precinct 4134862151","1,064",940,124,749
"Precinct 4134862212","1,565","1,365",200,"1,105"
"Precinct 4134862213","1,757","1,559",198,"1,157"
"Precinct 4134862214","1,430","1,360",70,"1,184"
"Precinct 4134862215","1,317","1,232",85,"1,033"
"Precinct 4134862217","1,886","1,642",244,"1,190"
"Precinct 4134862221","1,218","1,100",118,871
"Precinct 4134862222","1,558","1,426",132,"1,194"
"Precinct 4134862223","1,377","1,242",135,"1,038"
"Precinct 4134862224",861,781,80,604
"Precinct 4134862225","1,467","1,305",162,995
"Precinct 4134862226",691,563,128,416
"Precinct 4134862228","1,848","1,613",235,"1,093"
"Precinct 4134862235","1,024",962,62,810
"Precinct 4134862238","1,554","1,302",252,940
"Precinct 4134862241",926,826,100,617
"Precinct 4134862243","1,395","1,266",129,996
"Precinct 4134862246","2,198","1,973",225,"1,440"
"Precinct 4134862248",987,673,314,407
"Precinct 4134862250","1,407","1,203",204,857
"Precinct 4134862253",968,898,70,703
"Precinct 4134862255","1,364","1,221",143,963
"Precinct 4134862309",957,874,83,653
"Precinct 4134862326","1,296","1,167",129,822
"Precinct 4134862331","1,585","1,458",127,"1,136"
"Precinct 4134862333",865,758,107,523
"Precinct 4134862338",119,113,6,85
"Precinct 4134862341","1,250","1,102",148,768
"Precinct 4134962145",20,18,2,12
"Precinct 4135062105","1,748","1,449",299,785
"Precinct 4135062106","1,732","1,506",226,821
"Precinct 4135062107","1,790","1,400",390,755
"Precinct 4135062108","1,791","1,461",330,925
"Precinct 4135062109","1,247","1,081",166,733
"Precinct 4135062110","1,226",874,352,527
"Precinct 4135062111","1,774","1,481",293,976
"Precinct 4135062112","1,612","1,159",453,780
"Precinct 4135062113","1,620","1,127",493,719
"Precinct 4135062114","1,198","1,064",134,863
"Precinct 4135062132","1,177","1,071",106,850
"Precinct 4135062137","1,454","1,097",357,607
"Precinct 4135062141","1,503","1,249",254,704
"Precinct 4135062142",727,509,218,289
"Precinct 4135062147",825,635,190,344
"Precinct 4135062211","1,584","1,374",210,922
"Precinct 4135062220",915,848,67,660
"Precinct 4135062236","1,867","1,708",159,"1,204"
"Precinct 4135062247","1,166",907,259,590
"Precinct 4135062249","1,421","1,240",181,922
"Precinct 4135062317","1,947","1,379",568,992
"Precinct 4135062318","1,106",942,164,678
"Precinct 4135062319","1,558","1,209",349,750
"Precinct 4135062321","1,801","1,353",448,674
"Precinct 4135062322","1,786","1,497",289,939
"Precinct 4135062323","1,742","1,522",220,994
"Precinct 4135062324","1,733","1,477",256,991
"Precinct 4135062325","1,599","1,242",357,790
"Precinct 4135062329","1,608","1,330",278,910
"Precinct 4135062330","1,261","1,070",191,697
"Precinct 4135062343","1,009",894,115,651
"Precinct 4136362202",475,444,31,333
"Precinct 4136362300","1,545","1,392",153,938
"Precinct 4136362301","1,614","1,466",148,960
"Precinct 4136362302","1,713","1,514",199,"1,009"
"Precinct 4136362303",961,850,111,654
"Precinct 4136362304","1,542","1,396",146,"1,029"
"Precinct 4136362313",708,660,48,493
"Precinct 4234862117","1,221","1,130",91,946
"Precinct 4234862131","1,032",945,87,800
"Precinct 4234862138","1,831","1,674",157,"1,302"
"Precinct 4234862153",867,805,62,660
"Precinct 4234862227","1,433","1,298",135,954
"Precinct 4234862230",937,840,97,651
"Precinct 4234862232","1,072",952,120,685
"Precinct 4234862244","1,747","1,545",202,"1,143"
"Precinct 4234862245","1,833","1,644",189,"1,306"
"Precinct 4234862251",940,862,78,678
"Precinct 4234862252","1,042",929,113,655
"Precinct 4234962115","1,248","1,093",155,867
"Precinct 4234962116","1,196","1,043",153,803
"Precinct 4234962121",811,761,50,642
"Precinct 4234962122","1,005",873,132,627
"Precinct 4234962123","1,581","1,388",193,"1,032"
"Precinct 4234962129",152,141,11,116
"Precinct 4234962130","1,795","1,682",113,"1,440"
"Precinct 4234962133","1,707","1,588",119,"1,290"
"Precinct 4234962139","1,638","1,506",132,"1,242"
"Precinct 4234962140","1,635","1,474",161,"1,205"
"Precinct 4234962143","1,398","1,342",56,"1,091"
"Precinct 4234962148",852,779,73,607
"Precinct 4234962149",779,679,100,525
"Precinct 4234962229","1,202","1,132",70,932
"Precinct 4234962231",384,363,21,304
"Precinct 4236362200","1,574","1,463",111,"1,158"
"Precinct 4236362203","1,082",964,118,699
"Precinct 4236362204","1,070",964,106,717
"Precinct 4236362205","1,195","1,077",118,783
"Precinct 4236362206","1,138","1,022",116,772
"Precinct 4236362207","1,830","1,666",164,"1,246"
"Precinct 4236362208","1,022",948,74,796
"Precinct 4236362209","1,643","1,444",199,"1,005"
"Precinct 4236362210","1,202","1,078",124,848
"Precinct 4236362216",967,883,84,702
"Precinct 4236362218","1,487","1,344",143,"1,034"
"Precinct 4236362219","1,092","1,000",92,779
"Precinct 4236362233","1,594","1,397",197,958
"Precinct 4236362234","1,285","1,114",171,717
"Precinct 4236362237","1,401","1,304",97,"1,061"
"Precinct 4236362239","1,077",939,138,678
"Precinct 4236362240","1,748","1,579",169,"1,251"
"Precinct 4236362242","1,678","1,502",176,"1,118"
"Precinct 4236362254",891,813,78,621
"Precinct 4236362305","1,124","1,057",67,817
"Precinct 4236362306","1,371","1,229",142,916
"Precinct 4236362307","2,231","2,088",143,"1,688"
"Precinct 4236362315",5,3,2,0
"Precinct 4236362328",315,298,17,234
"Precinct 4236362332","1,087",957,130,789
"Precinct 4236362334","1,911","1,646",265,"1,298"
"Precinct 4236362335","1,385","1,283",102,"1,098"
"Precinct 4236362336",862,771,91,629
"Precinct 4236362337","1,379","1,196",183,838
"Precinct 4236362339","1,475","1,368",107,"1,101"
"Precinct 4236362340","1,830","1,600",230,"1,076"
"Precinct 4236362344","1,117","1,026",91,837
"Precinct 4236362346","1,380","1,250",130,"1,028"
Yuma,"6,096","5,482",614,"4,209"
"Precinct 4016563001",468,430,38,338
"Precinct 4016563002",504,437,67,323
"Precinct 4016563003",261,218,43,155
"Precinct 4016563004",826,739,87,571
"Precinct 4016563005",182,170,12,123
"Precinct 4016563006",620,554,66,458
"Precinct 4016563007",145,135,10,113
"Precinct 4016563008",201,187,14,156
"Precinct 4016563009",347,322,25,262
"Precinct 4016563010",333,319,14,247
"Precinct 4016563011",504,454,50,332
"Precinct 4016563012",575,516,59,418
"Precinct 4016563013",579,505,74,365
"Precinct 4016563014",551,496,55,348
Totals,"3,953,613","3,426,499","527,114","2,566,784"

